symbol,name,horizon_days,model,status,model_status,train_rows,test_rows,eligible_for_comparison,mae,rmse,mape,smape,rmspe,mase,absolute_percentage_error_p50,absolute_percentage_error_p90,directional_accuracy,error_message,arima_order
apt,Aptos,7,ARIMA,success,VALIDATED,292,66,True,0.5512129450725259,0.7159117849622129,16.69618913906146,15.365630214351592,20.77795341658745,2.4645658763813456,16.3844219526589,32.179254721006544,48.484848484848484,,"(1, 1, 2)"
apt,Aptos,7,Naive,success,VALIDATED_BASELINE,292,66,True,0.55034842133807,0.7182875433284496,16.51392981935738,15.285568273952238,20.56406799489303,2.4607004452184738,14.753600226652585,32.71364881202955,0.0,,
apt,Aptos,7,XGBoost,success,EXPERIMENTAL,292,66,True,1.6977124773631003,1.8334288929433076,59.48301548909557,43.3853088609994,69.24794378043254,7.5907583031552495,58.12098877802251,105.2710002023457,39.39393939393939,,
apt,Aptos,14,ARIMA,success,VALIDATED,292,59,True,0.7249439755452907,0.9259842505830606,24.166240171070225,20.612195467734885,30.851509143284595,3.2413465619572386,18.496882134610065,56.524990238808456,54.23728813559322,,"(1, 1, 2)"
apt,Aptos,14,Naive,success,VALIDATED_BASELINE,292,59,True,0.728079355064499,0.9435338330684334,24.22785310386649,20.64577260426607,31.26105675416122,3.255365371641632,18.228582758619517,59.35631661777205,0.0,,
apt,Aptos,14,XGBoost,success,EXPERIMENTAL,292,59,True,1.6615846618302703,1.7696163622775838,59.98219237248943,43.81484937600912,68.23942138905974,7.429224757641914,54.38809965094783,106.49437594528679,33.89830508474576,,
apt,Aptos,30,ARIMA,success,VALIDATED,292,43,True,1.1643375285998305,1.3137053541990522,42.802087522875894,33.741198340365806,49.116930493629006,5.205949111372494,36.54006731175475,75.51942768488865,41.86046511627907,,"(1, 1, 2)"
apt,Aptos,30,Naive,success,VALIDATED_BASELINE,292,43,True,1.1464456183402016,1.3205817070625887,42.23112462969818,33.14282144462968,49.352244701635286,5.125951368425153,37.520219843283684,75.73968354725771,0.0,,
apt,Aptos,30,XGBoost,success,EXPERIMENTAL,292,43,True,1.7023735136695286,1.9977348054895208,67.93052463748097,45.51679947516698,84.36328448362592,7.611598581185887,69.89917496600818,133.32231163711504,44.18604651162791,,
arb,Arbitrum,1,ARIMA,success,VALIDATED,292,72,True,0.013331409717880861,0.020556770894346134,4.335415131216701,4.22219140196385,6.7920581548946215,0.6351642670117379,3.035118665159626,9.318850873170602,47.22222222222222,,"(1, 1, 1)"
arb,Arbitrum,1,Naive,success,VALIDATED_BASELINE,292,72,True,0.013249793180392815,0.021090343402198057,4.337765557130783,4.2133895774725545,6.981161269508523,0.6312757128898058,3.1632437224859977,9.419462133390732,0.0,,
